Record_ID,Timestamp,Plant_Location,Production_Line,Machine_ID,Machine_Name,Machine_Type,Manufacturer,Model,Year_Installed,Operating_Hours,Motor_Temp_C,Ambient_Temp_C,Vibration_mm_s,RPM,Power_Draw_kW,Conveyor_Speed_m_min,Pressure_PSI,Hydraulic_Fluid_Temp_C,Noise_Level_dB,Product_Type,Batch_ID,Units_Produced,Defect_Count,Defect_Rate_Pct,Downtime_Minutes,Last_Maintenance_Date,Maintenance_Type,Days_Since_Maintenance,Firmware_Version,Sensor_Status,Error_Code,Error_Description,Operator_ID,Shift,Throughput_Units_Hr,OEE_Pct,Severity_Level,Severity_Description,Corrective_Action
REC-00071,2024-11-17 23:52:34,Vaughan-North,FRY-Line-C,VAU-CIP-6600-03,CIP System,Sanitation,Alfa Laval,CIP Unit A3,2018,38732,61.9,22.0,2.08,3025,26.2,27.9,105.3,63.6,69.3,Artisan Sourdough,B-20241117-5442,18916,98,0.52,0,2024-06-29,Emergency,141,v4.0.2,Degraded — Sensor #2,E1006,Sensor reading intermittent,OP-1040,Night (10PM-6AM),2364,86.6,1,Normal Operation,Clean sensor housing
REC-00285,2024-11-20 19:18:11,Toronto-Main,BRD-Line-B,TOR-DEC-3300-01,Robotic Decorator,Decorating,ABB,IRB 360,2021,59010,40.1,25.9,1.28,367,26.3,22.9,36.6,72.0,82.1,Danish Pastry,B-20241120-5494,6786,75,1.11,15,2024-06-30,Preventive,143,v5.0.0,All Normal,E1007,Minor speed fluctuation logged,OP-1001,Afternoon (2PM-10PM),876,92.9,1,Normal Operation,Log and monitor
REC-00227,2024-11-21 21:41:10,Brampton-West,FRZ-Line-C,BRA-PKG-0400-03,Labeling System,Packaging,Videojet,9550,2020,35001,36.9,24.6,1.88,2278,11.1,16.9,58.0,57.9,81.0,Hamburger Buns,B-20241121-4085,15503,113,0.73,5,2023-12-08,Corrective,349,v3.4.0,All Normal,E0000,No fault detected,OP-1012,Afternoon (2PM-10PM),1958,95.3,1,Normal Operation,None required
REC-00021,2024-11-24 19:16:02,Vaughan-North,FRY-Line-C,VAU-PKG-0300-04,Palletizer Robot,Packaging,FANUC,M-410iC,2021,20235,49.1,19.0,3.5,2769,36.2,2.9,52.1,67.8,77.4,Cinnamon Rolls,B-20241124-3068,16017,12,0.08,0,2024-04-22,Corrective,216,v4.1.1,All Normal,E1001,Minor vibration threshold exceeded,OP-1045,Afternoon (2PM-10PM),2002,85.6,1,Normal Operation,Monitor during next shift
REC-00180,2024-11-28 07:49:08,Vaughan-North,FRY-Line-C,VAU-CNV-1300-04,Modular Belt Conveyor,Conveying,Intralox,Series 2400,2018,31327,64.5,31.8,2.88,979,9.7,2.6,126.9,61.0,70.5,Artisan Sourdough,B-20241128-9376,18729,146,0.78,0,2024-05-08,Predictive,204,v3.4.0,All Normal,E0000,No fault detected,OP-1030,Afternoon (2PM-10PM),2341,82.1,1,Normal Operation,None required
REC-00436,2024-11-30 07:34:58,Vaughan-North,FRY-Line-C,VAU-CLR-8100-03,Spiral Cooler,Cooling,IJ White,Ultra Spiral,2018,34870,62.3,28.9,3.21,2791,14.0,9.5,97.9,73.9,71.4,Cinnamon Rolls,B-20241130-4683,1092,4,0.41,0,2023-12-22,Lubrication,344,v4.1.1,Degraded — Sensor #2,E1006,Sensor reading intermittent,OP-1040,Afternoon (2PM-10PM),136,85.3,1,Normal Operation,Clean sensor housing
REC-00277,2024-11-30 21:27:33,Brampton-West,PKG-Line-E,BRA-MIX-3100-01,Industrial Dough Mixer,Mixing,VMI,Phebus K1600,2018,37883,47.5,24.7,2.79,3049,66.0,5.7,38.0,58.6,80.2,Pita,B-20241130-3440,24350,206,0.85,0,2024-06-04,Lubrication,179,v3.4.0,All Normal,E0000,No fault detected,OP-1025,Morning (6AM-2PM),3044,94.5,1,Normal Operation,None required
REC-00474,2024-12-01 11:52:27,Brampton-West,BUN-Line-A,BRA-SLC-2200-02,Band Slicer,Slicing,Grote,S/A Slicer,2017,3361,47.4,25.3,2.7,1736,23.7,26.9,147.3,63.6,79.1,Brioche,B-20241201-5318,14633,124,0.85,0,2024-01-22,Lubrication,314,v5.1.3,Offline — Sensor #1,E1007,Minor speed fluctuation logged,OP-1021,Night (10PM-6AM),1829,85.0,1,Normal Operation,Log and monitor
REC-00326,2024-12-01 14:33:13,Mississauga-East,ICE-Line-C,MIS-SLC-2100-02,Ultrasonic Slicer,Slicing,Bettendorf Stanford,UltraCut,2019,49782,42.8,21.6,3.1,1842,25.3,6.0,46.5,58.3,70.4,Muffins,B-20241201-7097,18969,45,0.24,0,2024-01-17,Predictive,319,v5.2.0,Degraded — Sensor #5,E1004,Filter change indicator active,OP-1021,Afternoon (2PM-10PM),2371,83.3,1,Normal Operation,Replace filter at next maintenance window
REC-00178,2024-12-08 21:08:30,Mississauga-East,TRT-Line-A,MIS-MIX-3100-02,Industrial Dough Mixer,Mixing,VMI,Phebus K1600,2018,44975,106.1,29.1,18.86,338,85.4,9.4,25.3,72.8,87.6,Muffins,B-20241208-9511,3682,293,7.97,545,2024-03-31,Corrective,252,v4.1.1,Degraded — Sensor #5,E3002,Catastrophic bearing seizure,OP-1013,Morning (6AM-2PM),3682,45.2,3,Critical Failure,Emergency shutdown — replace bearing assembly
REC-00139,2024-12-10 11:19:53,Toronto-Main,PAS-Line-C,TOR-PKG-0400-03,Labeling System,Packaging,Videojet,9550,2020,37893,36.4,26.6,1.16,868,7.7,25.9,48.0,67.1,68.8,English Muffins,B-20241210-2765,14081,29,0.21,0,2024-03-17,Preventive,268,v3.4.0,All Normal,E1001,Minor vibration threshold exceeded,OP-1030,Night (10PM-6AM),1760,83.7,1,Normal Operation,Monitor during next shift
REC-00361,2024-12-12 05:32:42,Vaughan-North,PKG-Line-G,VAU-OVN-6200-02,Rack Oven,Baking,Werner & Pfleiderer,Matador MD,2018,58121,128.5,23.2,23.54,1017,97.9,9.5,105.6,82.3,102.6,Naan,B-20241212-4957,636,54,8.54,525,2024-04-15,Calibration,241,v3.2.1,Offline — Sensor #1,E3006,Oven heating element failure — complete,OP-1002,Morning (6AM-2PM),636,0.4,3,Critical Failure,Shut down oven — replace element bank
REC-00152,2024-12-12 21:28:30,Mississauga-East,ICE-Line-C,MIS-OVN-6300-04,Spiral Oven,Baking,Spooner,QuadraTherm,2020,34841,50.1,28.6,3.15,674,77.4,7.0,143.3,59.7,84.4,Pound Cake,B-20241212-6878,1824,23,1.27,10,2024-03-25,Overhaul,262,v6.0.1,Offline — Sensor #1,E1005,Belt tension marginal,OP-1005,Afternoon (2PM-10PM),233,92.9,1,Normal Operation,Inspect belt at next downtime
REC-00466,2024-12-17 11:29:26,Brampton-West,PKG-Line-E,BRA-CLR-8200-03,Ambient Cooling Conveyor,Cooling,Ashworth,Omni-Grid,2020,5205,61.8,21.5,2.37,2376,13.2,7.8,115.3,56.7,66.3,Naan,B-20241217-3298,5211,10,0.2,0,2024-05-25,Inspection,206,v4.0.2,Offline — Sensor #1,E1006,Sensor reading intermittent,OP-1026,Morning (6AM-2PM),651,82.0,1,Normal Operation,Clean sensor housing
REC-00403,2024-12-22 22:11:48,Mississauga-East,TRT-Line-B,MIS-FRY-9900-02,Continuous Fryer,Frying,Heat and Control,MasterFryer,2018,52885,53.2,23.9,3.68,707,99.3,19.7,120.4,70.5,82.5,White Bread,B-20241222-3732,4458,22,0.51,0,2024-05-27,Calibration,209,v5.0.0,All Normal,E1002,Slight temperature drift detected,OP-1048,Morning (6AM-2PM),557,83.3,1,Normal Operation,Recalibrate sensor at next PM
REC-00086,2024-12-22 22:18:57,Brampton-West,PKG-Line-E,BRA-SLC-2100-01,Ultrasonic Slicer,Slicing,Bettendorf Stanford,UltraCut,2019,62565,62.0,20.9,2.75,690,23.0,22.0,71.8,33.5,68.2,Cinnamon Rolls,B-20241222-7375,22685,11,0.05,0,2024-11-13,Lubrication,39,v5.2.0,Degraded — Sensor #5,E1004,Filter change indicator active,OP-1045,Night (10PM-6AM),2836,82.3,1,Normal Operation,Replace filter at next maintenance window
REC-00336,2024-12-25 12:14:53,Brampton-West,FRZ-Line-C,BRA-QC-5500-04,Vision Inspection System,Quality Control,Cognex,In-Sight 9000,2021,6020,44.1,21.5,1.58,294,12.1,2.0,105.9,44.5,70.7,Tortillas,B-20241225-2650,14619,61,0.42,0,2024-04-07,Predictive,262,v5.0.0,All Normal,E0000,No fault detected,OP-1024,Afternoon (2PM-10PM),1827,93.4,1,Normal Operation,None required
REC-00084,2024-12-25 12:27:44,Toronto-Main,BRD-Line-B,TOR-MIX-3100-02,Industrial Dough Mixer,Mixing,VMI,Phebus K1600,2018,35143,54.8,25.4,0.56,1225,56.2,10.0,85.3,61.4,73.6,Donuts,B-20241225-2753,3656,29,0.8,0,2024-05-05,Predictive,234,v4.1.1,Offline — Sensor #1,E1007,Minor speed fluctuation logged,OP-1040,Night (10PM-6AM),457,82.2,1,Normal Operation,Log and monitor
REC-00342,2024-12-25 23:15:53,Vaughan-North,FRY-Line-C,VAU-PRF-7100-04,Continuous Proofer,Proofing,Auto-Bake,SerpSystem,2019,8140,59.5,18.3,1.2,767,24.6,24.9,109.4,38.5,67.9,Naan,B-20241225-5018,15410,130,0.85,0,2024-04-15,Calibration,254,v3.4.0,Degraded — Sensor #5,E1002,Slight temperature drift detected,OP-1047,Morning (6AM-2PM),1926,92.4,1,Normal Operation,Recalibrate sensor at next PM
REC-00115,2024-12-27 08:49:38,Mississauga-East,TRT-Line-B,MIS-MIX-3200-05,High-Speed Batter Blender,Mixing,Shaffer,BM-2400,2020,33325,59.2,20.1,1.86,2986,56.3,23.7,130.0,68.7,84.2,Brioche,B-20241227-7481,19702,53,0.27,0,2024-12-26,Corrective,1,v5.1.3,All Normal,E1003,Lubrication reminder triggered,OP-1021,Morning (6AM-2PM),2463,83.0,1,Normal Operation,Schedule lubrication
REC-00256,2024-12-31 19:32:25,Mississauga-East,PKG-Line-H,MIS-DEP-1100-03,Servo Depositor,Depositing,Unifiller,Multi-Station,2020,40201,35.3,28.0,1.03,3001,14.3,18.7,29.5,55.1,66.0,Cinnamon Rolls,B-20241231-8715,12109,58,0.48,0,2024-01-15,Preventive,351,v3.2.1,All Normal,E1001,Minor vibration threshold exceeded,OP-1033,Night (10PM-6AM),1514,93.0,1,Normal Operation,Monitor during next shift
REC-00177,2025-01-05 22:36:29,Milton-South,CKE-Line-A,MIL-FRY-9900-04,Continuous Fryer,Frying,Heat and Control,MasterFryer,2018,14443,53.4,27.2,1.79,279,114.1,5.6,133.6,39.1,74.7,Hot Dog Buns,B-20250105-1521,19210,184,0.96,0,2024-04-11,Calibration,269,v6.0.1,All Normal,E1002,Slight temperature drift detected,OP-1004,Afternoon (2PM-10PM),2401,83.5,1,Normal Operation,Recalibrate sensor at next PM
REC-00072,2025-01-06 17:04:55,Brampton-West,BUN-Line-A,BRA-ING-8900-02,Flour Sifter,Ingredient Handling,Kason,Vibroscreen,2016,43808,44.9,25.7,2.39,746,14.2,28.2,134.2,51.5,69.0,Bagels,B-20250106-6262,9852,100,1.02,0,2024-09-08,Preventive,120,v3.4.0,Offline — Sensor #1,E1006,Sensor reading intermittent,OP-1035,Night (10PM-6AM),1232,82.1,1,Normal Operation,Clean sensor housing
REC-00481,2025-01-06 23:23:36,Vaughan-North,DON-Line-B,VAU-DEC-3300-01,Robotic Decorator,Decorating,ABB,IRB 360,2021,25482,121.5,19.3,23.46,2782,29.0,16.8,94.8,91.3,89.9,Artisan Sourdough,B-20250106-4292,9758,1149,11.78,221,2024-12-06,Lubrication,31,v4.0.2,Degraded — Sensor #5,E3008,Structural frame crack detected,OP-1049,Morning (6AM-2PM),2261,46.6,3,Critical Failure,Immediate shutdown — engineering assessment required
REC-00484,2025-01-08 10:17:28,Milton-South,CKE-Line-B,MIL-CNV-1400-02,Incline Conveyor,Conveying,Dorner,AquaPruf 7400,2019,26365,53.0,27.9,2.99,2664,8.9,28.3,104.9,71.1,73.2,White Bread,B-20250108-7813,14054,54,0.39,0,2024-06-16,Calibration,206,v5.0.0,Offline — Sensor #1,E1002,Slight temperature drift detected,OP-1050,Afternoon (2PM-10PM),1757,92.9,1,Normal Operation,Recalibrate sensor at next PM
REC-00114,2025-01-09 14:49:40,Milton-South,CKE-Line-A,MIL-FRZ-9200-05,Tunnel Freezer,Freezing,Starfrost,IQF Helix,2021,57476,40.3,18.4,2.87,2969,63.8,17.9,38.5,72.7,81.7,Pound Cake,B-20250109-9882,10627,128,1.21,0,2024-06-24,Predictive,199,v6.0.1,All Normal,E1002,Slight temperature drift detected,OP-1006,Morning (6AM-2PM),1328,96.6,1,Normal Operation,Recalibrate sensor at next PM
REC-00239,2025-01-10 15:47:49,Mississauga-East,TRT-Line-A,MIS-OVN-6100-05,Tunnel Oven,Baking,GEA,ThermoGlide 3000,2016,52019,63.9,19.4,1.19,976,112.7,25.8,81.7,61.4,68.7,Hot Dog Buns,B-20250110-3963,12126,137,1.13,0,2025-01-02,Calibration,8,v5.2.0,Offline — Sensor #1,E1003,Lubrication reminder triggered,OP-1033,Morning (6AM-2PM),1516,97.6,1,Normal Operation,Schedule lubrication
REC-00025,2025-01-12 23:04:26,Milton-South,MIX-Line-C,MIL-CIP-6600-05,CIP System,Sanitation,Alfa Laval,CIP Unit A3,2018,36794,45.6,20.7,2.31,589,40.1,28.6,109.7,38.6,79.8,Tortillas,B-20250112-9595,20055,92,0.46,0,2024-07-19,Emergency,177,v3.4.0,Offline — Sensor #1,E1005,Belt tension marginal,OP-1019,Morning (6AM-2PM),2507,83.9,1,Normal Operation,Inspect belt at next downtime
REC-00309,2025-01-15 11:27:51,Vaughan-North,DON-Line-B,VAU-DEP-1100-03,Servo Depositor,Depositing,Unifiller,Multi-Station,2020,20700,43.2,20.3,3.63,1907,14.3,19.1,76.3,37.0,84.1,Pound Cake,B-20250115-1324,12998,15,0.12,0,2024-03-25,Calibration,296,v3.4.0,All Normal,E1003,Lubrication reminder triggered,OP-1039,Night (10PM-6AM),1625,88.4,1,Normal Operation,Schedule lubrication
REC-00271,2025-01-16 07:05:13,Brampton-West,PKG-Line-E,BRA-FRZ-9200-02,Tunnel Freezer,Freezing,Starfrost,IQF Helix,2021,54544,61.9,18.4,4.31,696,81.3,22.1,87.3,33.1,71.8,Flatbread,B-20250116-3692,14723,113,0.77,15,2024-06-10,Preventive,220,v5.2.0,All Normal,E1006,Sensor reading intermittent,OP-1043,Night (10PM-6AM),1900,87.8,1,Normal Operation,Clean sensor housing
REC-00492,2025-01-16 16:18:11,Brampton-West,PKG-Line-E,BRA-PKG-0200-05,Case Packer,Packaging,Brenton,M2000,2019,63146,55.3,30.2,3.65,1457,38.8,10.8,137.2,39.1,68.0,Muffins,B-20250116-6039,2663,3,0.13,0,2024-03-08,Lubrication,314,v5.1.3,All Normal,E0000,No fault detected,OP-1031,Afternoon (2PM-10PM),333,96.7,1,Normal Operation,None required
REC-00191,2025-01-16 17:10:01,Mississauga-East,PKG-Line-H,MIS-DIV-4100-05,Volumetric Dough Divider,Dividing/Portioning,AMF Bakery,Flex Divider,2019,27388,65.7,24.5,6.64,1830,30.2,27.7,109.7,70.7,91.6,Pita,B-20250116-2481,24179,1112,4.6,114,2024-04-26,Corrective,265,v4.0.2,Degraded — Sensor #2,E2001,Motor overheating — thermal cutoff warning,OP-1026,Afternoon (2PM-10PM),3964,77.3,2,Degraded Performance,Reduce load and inspect cooling system
REC-00251,2025-01-17 16:28:12,Milton-South,CKE-Line-B,MIL-CNV-1300-04,Modular Belt Conveyor,Conveying,Intralox,Series 2400,2018,48902,79.4,31.2,9.43,2929,11.5,20.8,52.9,47.3,96.0,Brioche,B-20250117-2999,18027,292,1.62,109,2024-07-12,Overhaul,189,v6.0.1,Offline — Sensor #1,E2001,Motor overheating — thermal cutoff warning,OP-1001,Afternoon (2PM-10PM),2915,72.9,2,Degraded Performance,Reduce load and inspect cooling system
REC-00066,2025-01-20 03:05:09,Brampton-West,BUN-Line-A,BRA-DIV-4200-03,Rotary Moulder,Dividing/Portioning,Baker Perkins,TruClean,2017,63956,67.4,28.1,9.19,877,46.6,16.0,86.9,52.4,87.7,White Bread,B-20250120-2475,13385,275,2.06,56,2024-07-07,Inspection,197,v4.1.1,Degraded — Sensor #2,E2007,Servo motor position error,OP-1038,Afternoon (2PM-10PM),1894,80.2,2,Degraded Performance,Recalibrate servo — check encoder
REC-00014,2025-01-20 12:20:43,Milton-South,CKE-Line-B,MIL-OVN-6100-04,Tunnel Oven,Baking,GEA,ThermoGlide 3000,2016,59158,66.0,21.2,9.51,196,113.4,13.2,56.2,33.1,99.3,Brioche,B-20250120-9346,13596,369,2.72,120,2024-12-31,Lubrication,20,v3.2.1,All Normal,E2004,Excessive product defects detected,OP-1017,Morning (6AM-2PM),2266,76.5,2,Degraded Performance,Halt line — recalibrate depositor heads
REC-00175,2025-01-21 09:02:16,Brampton-West,PKG-Line-E,BRA-SHT-5200-05,Croissant Laminator,Sheeting/Laminating,Fritsch,CTL-800,2019,24178,54.3,22.4,3.31,2387,46.9,23.2,124.7,49.7,68.9,Flatbread,B-20250121-6868,24237,288,1.19,0,2024-03-06,Predictive,321,v5.0.0,All Normal,E1005,Belt tension marginal,OP-1032,Night (10PM-6AM),3030,89.8,1,Normal Operation,Inspect belt at next downtime
REC-00375,2025-01-21 17:18:50,Toronto-Main,BRD-Line-B,TOR-OVN-6200-01,Rack Oven,Baking,Werner & Pfleiderer,Matador MD,2018,60658,37.0,23.7,0.9,1709,57.1,22.5,134.3,42.1,69.1,Muffins,B-20250121-6695,21369,72,0.34,10,2025-01-02,Emergency,19,v5.0.0,All Normal,E1003,Lubrication reminder triggered,OP-1007,Morning (6AM-2PM),2728,93.2,1,Normal Operation,Schedule lubrication
REC-00489,2025-01-23 10:15:11,Milton-South,PKG-Line-F,MIL-CIP-6600-02,CIP System,Sanitation,Alfa Laval,CIP Unit A3,2018,31767,64.3,30.3,7.82,1607,46.0,14.1,59.0,31.9,90.3,Artisan Sourdough,B-20250123-4718,13680,288,2.11,64,2024-04-23,Predictive,275,v5.1.3,Degraded — Sensor #2,E2004,Excessive product defects detected,OP-1026,Afternoon (2PM-10PM),1973,82.0,2,Degraded Performance,Halt line — recalibrate depositor heads
REC-00388,2025-01-24 02:42:53,Toronto-Main,BRD-Line-A,TOR-SHT-5100-04,Dough Sheeter,Sheeting/Laminating,Rademaker,Sigma Laminator,2021,52027,62.7,26.9,1.78,2379,20.5,9.1,76.9,42.9,69.0,Donuts,B-20250124-8111,17818,187,1.05,0,2024-07-16,Overhaul,192,v3.4.0,All Normal,E0000,No fault detected,OP-1041,Night (10PM-6AM),2227,84.1,1,Normal Operation,None required
REC-00487,2025-01-24 14:34:56,Brampton-West,FRZ-Line-C,BRA-QC-5700-02,Checkweigher,Quality Control,Ishida,DACS-G,2020,61084,39.6,22.7,1.67,3053,9.6,26.4,29.0,41.1,75.6,Artisan Sourdough,B-20250124-3639,5197,5,0.1,0,2024-02-29,Lubrication,330,v3.2.1,Degraded — Sensor #2,E1006,Sensor reading intermittent,OP-1044,Morning (6AM-2PM),650,92.0,1,Normal Operation,Clean sensor housing
REC-00085,2025-01-27 02:49:56,Milton-South,MIX-Line-C,MIL-DEC-3300-01,Robotic Decorator,Decorating,ABB,IRB 360,2021,26448,64.7,30.0,1.4,3211,18.0,13.3,69.0,51.4,77.7,Donuts,B-20250127-2354,16879,173,1.03,0,2024-07-03,Calibration,208,v5.1.3,Degraded — Sensor #2,E1003,Lubrication reminder triggered,OP-1034,Morning (6AM-2PM),2110,92.5,1,Normal Operation,Schedule lubrication
REC-00485,2025-01-28 16:23:12,Mississauga-East,TRT-Line-A,MIS-DEC-3300-01,Robotic Decorator,Decorating,ABB,IRB 360,2021,47613,37.1,25.5,0.96,785,31.7,9.2,108.5,71.9,73.0,Artisan Sourdough,B-20250128-5693,9829,23,0.24,0,2024-06-12,Emergency,230,v3.4.0,Degraded — Sensor #2,E1003,Lubrication reminder triggered,OP-1026,Morning (6AM-2PM),1229,83.1,1,Normal Operation,Schedule lubrication
REC-00252,2025-01-31 22:59:11,Milton-South,CKE-Line-A,MIL-DEP-1100-03,Servo Depositor,Depositing,Unifiller,Multi-Station,2020,15787,124.6,19.1,21.03,3292,24.7,15.2,73.7,103.6,97.9,Hot Dog Buns,B-20250131-3627,23387,1980,8.47,154,2024-11-09,Emergency,83,v3.4.0,Multiple Sensors Offline,E3006,Oven heating element failure — complete,OP-1027,Night (10PM-6AM),4304,15.1,3,Critical Failure,Shut down oven — replace element bank
REC-00056,2025-02-01 13:32:08,Brampton-West,BUN-Line-B,BRA-ING-8900-04,Flour Sifter,Ingredient Handling,Kason,Vibroscreen,2016,9286,36.4,29.7,2.18,2147,15.9,2.5,87.0,40.9,67.9,Naan,B-20250201-1025,20646,245,1.19,0,2024-09-06,Lubrication,148,v4.1.1,All Normal,E1001,Minor vibration threshold exceeded,OP-1012,Night (10PM-6AM),2581,83.0,1,Normal Operation,Monitor during next shift
REC-00399,2025-02-07 04:22:56,Vaughan-North,DON-Line-B,VAU-FRZ-9200-02,Tunnel Freezer,Freezing,Starfrost,IQF Helix,2021,11627,38.4,18.6,0.65,3038,58.6,28.6,149.0,73.9,65.3,Brioche,B-20250207-9854,24037,247,1.03,0,2024-03-27,Preventive,317,v4.1.1,All Normal,E1003,Lubrication reminder triggered,OP-1007,Morning (6AM-2PM),3005,91.3,1,Normal Operation,Schedule lubrication
REC-00443,2025-02-11 18:40:32,Mississauga-East,TRT-Line-A,MIS-PRF-7200-03,Retarder Proofer,Proofing,Revent,RPM-7020,2017,29059,58.9,24.4,1.34,3004,21.9,8.9,53.8,43.3,73.9,Pita,B-20250211-5225,19119,28,0.15,15,2024-03-11,Emergency,337,v3.2.1,Degraded — Sensor #5,E1003,Lubrication reminder triggered,OP-1010,Night (10PM-6AM),2467,93.1,1,Normal Operation,Schedule lubrication
REC-00335,2025-02-13 09:08:15,Brampton-West,PKG-Line-E,BRA-CLR-8200-04,Ambient Cooling Conveyor,Cooling,Ashworth,Omni-Grid,2020,48298,78.3,21.2,5.13,641,13.0,9.7,45.0,36.6,80.4,Muffins,B-20250213-2489,2169,97,4.49,95,2024-12-22,Calibration,53,v5.2.0,Degraded — Sensor #5,E2009,Freezer compressor cycling abnormally,OP-1045,Night (10PM-6AM),338,72.1,2,Degraded Performance,Check refrigerant charge and compressor
REC-00211,2025-02-14 17:22:42,Toronto-Main,BRD-Line-A,TOR-PRF-7200-04,Retarder Proofer,Proofing,Revent,RPM-7020,2017,28132,46.4,24.1,3.32,1282,27.6,14.6,108.2,73.3,78.7,Whole Wheat Bread,B-20250214-2595,17909,127,0.71,0,2024-06-15,Lubrication,244,v5.2.0,All Normal,E1003,Lubrication reminder triggered,OP-1022,Afternoon (2PM-10PM),2239,90.5,1,Normal Operation,Schedule lubrication
REC-00015,2025-02-16 09:18:12,Toronto-Main,BRD-Line-A,TOR-QC-5500-03,Vision Inspection System,Quality Control,Cognex,In-Sight 9000,2021,49745,46.6,31.0,2.81,2305,16.7,28.3,115.8,38.9,73.6,English Muffins,B-20250216-6143,22237,84,0.38,0,2024-09-08,Corrective,161,v5.0.0,All Normal,E1001,Minor vibration threshold exceeded,OP-1043,Afternoon (2PM-10PM),2780,82.0,1,Normal Operation,Monitor during next shift
REC-00212,2025-02-18 21:45:19,Toronto-Main,PAS-Line-C,TOR-DEC-3300-04,Robotic Decorator,Decorating,ABB,IRB 360,2021,52669,83.1,18.1,7.12,134,34.5,2.3,32.7,34.7,91.1,Cinnamon Rolls,B-20250218-5641,8754,338,3.87,38,2024-03-09,Overhaul,346,v3.2.1,All Normal,E2010,CIP cycle incomplete — residue detected,OP-1040,Morning (6AM-2PM),1188,63.5,2,Degraded Performance,Re-run CIP cycle and inspect spray nozzles
REC-00411,2025-02-20 04:55:32,Mississauga-East,TRT-Line-B,MIS-DEC-3400-01,Icing Applicator,Decorating,FLM,SprayMaster 200,2020,38848,47.3,21.8,3.74,3082,10.0,19.8,25.9,50.1,69.4,Donuts,B-20250220-9782,7256,46,0.64,0,2024-09-07,Corrective,166,v5.1.3,Degraded — Sensor #5,E1005,Belt tension marginal,OP-1039,Night (10PM-6AM),907,96.6,1,Normal Operation,Inspect belt at next downtime
REC-00340,2025-02-21 02:57:06,Mississauga-East,TRT-Line-A,MIS-PRF-7200-02,Retarder Proofer,Proofing,Revent,RPM-7020,2017,4989,54.2,29.1,4.27,2731,28.3,29.7,47.3,35.2,78.0,Brioche,B-20250221-6317,3227,13,0.42,0,2024-05-23,Emergency,274,v4.0.2,All Normal,E0000,No fault detected,OP-1040,Afternoon (2PM-10PM),403,86.3,1,Normal Operation,None required
REC-00099,2025-02-21 10:30:05,Vaughan-North,PKG-Line-G,VAU-QC-5600-01,Metal Detector,Quality Control,Mettler-Toledo,Safeline,2019,43525,55.8,18.0,4.01,3270,9.7,4.6,146.4,58.6,78.9,Hamburger Buns,B-20250221-9756,13532,92,0.68,0,2025-01-04,Overhaul,48,v5.2.0,Offline — Sensor #1,E1004,Filter change indicator active,OP-1032,Afternoon (2PM-10PM),1692,87.2,1,Normal Operation,Replace filter at next maintenance window
REC-00126,2025-02-22 00:09:46,Vaughan-North,DON-Line-A,VAU-MIX-3100-04,Industrial Dough Mixer,Mixing,VMI,Phebus K1600,2018,61737,41.7,30.5,2.93,3588,50.0,9.1,80.7,60.5,81.5,Flatbread,B-20250222-2676,740,10,1.41,15,2024-12-16,Lubrication,68,v5.0.0,All Normal,E0000,No fault detected,OP-1044,Morning (6AM-2PM),95,86.4,1,Normal Operation,None required
REC-00124,2025-02-22 12:42:17,Vaughan-North,DON-Line-A,VAU-CLR-8200-04,Ambient Cooling Conveyor,Cooling,Ashworth,Omni-Grid,2020,15853,86.0,27.9,8.93,1752,10.8,25.8,134.3,31.3,84.8,Muffins,B-20250222-1944,8675,286,3.3,35,2024-07-28,Preventive,209,v6.0.1,All Normal,E2009,Freezer compressor cycling abnormally,OP-1024,Night (10PM-6AM),1170,56.8,2,Degraded Performance,Check refrigerant charge and compressor
REC-00333,2025-02-22 15:00:18,Toronto-Main,PKG-Line-D,TOR-QC-5600-02,Metal Detector,Quality Control,Mettler-Toledo,Safeline,2019,11166,70.8,19.9,9.22,1824,10.5,27.2,40.8,39.0,92.0,Tortillas,B-20250222-2946,14298,313,2.19,39,2024-08-24,Inspection,182,v6.0.1,Degraded — Sensor #2,E2001,Motor overheating — thermal cutoff warning,OP-1021,Afternoon (2PM-10PM),1945,62.7,2,Degraded Performance,Reduce load and inspect cooling system
REC-00166,2025-02-23 08:25:55,Brampton-West,PKG-Line-E,BRA-CNV-1400-02,Incline Conveyor,Conveying,Dorner,AquaPruf 7400,2019,11558,40.3,28.1,2.5,3316,9.9,9.0,131.6,32.1,67.0,Donuts,B-20250223-1983,7560,112,1.49,15,2024-12-08,Emergency,77,v6.0.1,Degraded — Sensor #2,E0000,No fault detected,OP-1029,Night (10PM-6AM),975,90.3,1,Normal Operation,None required
REC-00106,2025-02-26 12:10:17,Mississauga-East,TRT-Line-A,MIS-DEP-1200-05,Piston Depositor,Depositing,Hinds-Bock,4P-16,2018,43125,36.7,19.4,3.94,2450,19.9,5.2,116.3,30.1,82.2,White Bread,B-20250226-5006,2006,5,0.25,0,2025-01-17,Inspection,40,v5.1.3,All Normal,E1005,Belt tension marginal,OP-1010,Morning (6AM-2PM),251,86.1,1,Normal Operation,Inspect belt at next downtime
